Sté CAP,Région CA,Sté Cde,Cde,Ligne Cde,Projet,Num tâche,Date clô,Date fer,Type dépense,Compte imputation,Fournisseur,Qté Cde.,Qté reçue,Qté Fact. Rapprochée,Prix U.,Montant Prov.,Motif rejet,Description article
0001,DEW,0001,4805489,1,FA0009644J,GX0715046C,21/10/22,21/04/23,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00002691H.A00003535S.FA0009644J.0.0.0.0,SOC PROVENCALE DE TRAVAUX ELECTRIQUES,1,1,",93412093",43000,"2832,8",Le projet / tÃ¢che FA0009644J/GX0715046C n'est pas valide Ã  la date du 31-MAR-26,"Prestation pour la réalisation d'arrivée d'eau, d'évacuation et de prise électrique suivant votre devis D202001817 du 25/09/2020"
0001,DEW,0001,4809400,1,FA0009315K,GT0729103B,01/09/21,01/03/22,ACHAT MAT.PIECES DETACHEES,0001.DEW.601000.64112.0.B00002750A.A00003234A.FA0009315K.0.0.0.0,MECAPACK,1,1,0,18201,18201,Le projet / tÃ¢che FA0009315K/GT0729103B n'est pas valide Ã  la date du 31-MAR-26,POLEMED-DZJQF-MECAPACK-REMISE EN ETAT DES BALANCES CONDI S3000-SELON DEVIS 211601
0001,DEW,0001,4810627,1,FA0016208T,GX0735269H,27/06/22,27/12/22,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00001356R.A00007054R.FA0016208T.0.0.0.0,SOC AZUREENNE DE GAINES,1,1,",795918367",24500,5000,Le projet / tÃ¢che FA0016208T/GX0735269H n'est pas valide Ã  la date du 31-MAR-26,Réfection de la VMC Foyer Mimont bâtiment Cinécitta SAGA n°221120.MM-BV
0001,DEW,0001,4815002,1,FA0016208T,GX0735269H,27/06/22,27/12/22,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00001356R.A00007054R.FA0016208T.0.0.0.0,SARL CCE,1,1,",800000156","12795,86","2559,17",Le projet / tÃ¢che FA0016208T/GX0735269H n'est pas valide Ã  la date du 31-MAR-26,Travaux de plomberie et réseaux de chauffage Foyer Mimont Cannes CCE n° 20121869 du 14/12/20
0001,DEW,0001,4827572,1,FA0016208T,GX0735269H,27/06/22,27/12/22,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DEW.606350.65121.0.B00001356R.A00007054R.FA0016208T.0.0.0.0,ALDES FRANCE,1,1,",499464203","13605,9","6810,24",Le projet / tÃ¢che FA0016208T/GX0735269H n'est pas valide Ã  la date du 31-MAR-26,Matériel logis des jeunes de Provences cannes ALDES OFFRE N° 1010509758
0001,DEW,0001,4827734,2,FA0057584L,GL0228945P,16/01/23,16/07/24,S/T AUTRES  ENTRETIENS,0001.DEW.611000.63181.0.B00002691H.A00019903S.FA0057584L.0.0.0.0,TRANE FRANCE SAS,1,1,0,2880,2880,Le projet / tÃ¢che FA0057584L/GL0228945P n'est pas valide Ã  la date du 31-MAR-26,Commande suivant offre M20 12 63517 VGC
,,,,,,,,,,,,,,,,,,Maintenance constructeur hôpital Martigues LE VALLON
0001,DEW,0001,4827734,1,FA0057584L,GL0228945P,16/01/23,16/07/24,S/T AUTRES  ENTRETIENS,0001.DEW.611000.63181.0.B00002691H.A00019903S.FA0057584L.0.0.0.0,TRANE FRANCE SAS,1,1,0,4450,4450,Le projet / tÃ¢che FA0057584L/GL0228945P n'est pas valide Ã  la date du 31-MAR-26,Commande suivant offre M20 12 63516 VGC
,,,,,,,,,,,,,,,,,,Maintenance constructeur hôpital Martigues les RAYETTES
0001,DEW,0001,4835919,6,FA0071097S,GX0821379K,26/10/22,26/04/23,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00002669H.A00013887F.FA0071097S.0.0.0.0,NIETO LOIC,1,1,0,"2219,7","2219,7",Le projet / tÃ¢che FA0071097S/GX0821379K n'est pas valide Ã  la date du 31-MAR-26,Travaux de plomberie sanitaire pour la zone bloc sanitaire du R+1 (Aile EST). Suivant devis du 02/06/2021.
0001,DEW,0001,4835919,5,FA0071097S,GX0821379K,26/10/22,26/04/23,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00002669H.A00013887F.FA0071097S.0.0.0.0,NIETO LOIC,1,1,",485476492","12700,1","6534,5",Le projet / tÃ¢che FA0071097S/GX0821379K n'est pas valide Ã  la date du 31-MAR-26,"Travaux de plomberie sanitaire pour la zone Sanitaire machines, à sous RDC (Aile EST). Suivant devis du 02/06/2021."
0001,DEW,0001,4835919,2,FA0071097S,GX0821379K,26/10/22,26/04/23,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00002669H.A00013887F.FA0071097S.0.0.0.0,NIETO LOIC,1,1,",111987628","6918,8","6143,98",Le projet / tÃ¢che FA0071097S/GX0821379K n'est pas valide Ã  la date du 31-MAR-26,Travaux de percement et carottages. Suivant devis du 02/06/2021.
0001,DEW,0001,BC1678647,1,FA0027746E,GX1408670L,25/04/25,25/04/26,ACHAT MAT.PIECES DETACHEES,0001.DEW.601000.65121.0.B00002744T.A00011664E.FA0027746E.0.0.0.0,WEISHAUPT,1,1,0,"4092,01","4092,01",Imputation interdite pour le projet / tÃ¢che FA0027746E/GX1408670L sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,pIece bruleur
0001,DEW,0001,BC1674226,1,FA0086949F,GX1507865H,18/04/25,18/04/26,LOCATION MATERIEL OUTILL,0001.DEW.613500.65111.0.B00001353M.A00023196J.FA0086949F.0.0.0.0,KILOUTOU,1,1,",627240842","51,32","19,13",Imputation interdite pour le projet / tÃ¢che FA0086949F/GX1507865H sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,3 COTEAUX KILOUTOU
0001,DEW,0001,BC424206,1,FA0074852J,GX1007794W,09/12/24,09/12/25,HONORAIRES ADM & COMMERC,0001.DEW.622600.65111.0.B00002885D.A00020589X.FA0074852J.0.0.0.0,TPF INGENIERIE,1,"1,49",",9384625",52800,"29121,18",Le projet / tÃ¢che FA0074852J/GX1007794W n'est pas valide Ã  la date du 31-MAR-26,Lot n°2 - MOE pour la réalIsatIon de réseaux deau chaude et un réseau de fIbre optIque sur le pérImètre non-Impacté par la créatIon de la lIgne de Tram 5 sur la DSP NIce Est
0001,DEW,0001,4688594,1,FA0009285B,GX0323045X,11/03/22,11/09/22,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00001356R.A00003204R.FA0009285B.0.0.0.0,REGE THERM,1,1,",318302387",18850,12850,Le projet / tÃ¢che FA0009285B/GX0323045X n'est pas valide Ã  la date du 31-MAR-26,Detartrage de 13 colonnes residence le Jean Bart Regetherm n°sfr0218-18 R2
0001,DEW,0001,4689691,2,FA0015568R,GL0018575H,19/05/21,19/11/22,S/T AUTRES  ENTRETIENS,0001.DEW.611000.63181.0.B00002668G.A00018222G.FA0015568R.0.0.0.0,KONE,1,1,",904890132",27715,"2635,97",Le projet / tÃ¢che FA0015568R/GL0018575H n'est pas valide Ã  la date du 31-MAR-26,Maintenance portes et portails pour l'année 2018 - Sites EDF
0001,DEW,0001,4693021,1,FA0035583K,GX0085575V,26/10/21,26/04/22,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DEW.606350.65121.0.B00002754E.A00017139B.FA0035583K.0.0.0.0,SAVOIE,1,1,",59183",49000,"20000,33",Le projet / tÃ¢che FA0035583K/GX0085575V n'est pas valide Ã  la date du 31-MAR-26,Bon pour commande suivant devis N°DAL190420183 pour la réalisation des locaux technique de l'hôtel du département.
,,,,,,,,,,,,,,,,,,Début de travaux sur site 14/05/2018
,,,,,,,,,,,,,,,,,,Fin des travaux eau glacée et réseau: 08/06/18
,,,,,,,,,,,,,,,,,,Travaux eau chaude 31/07/2018
0001,DEW,0001,4724563,2,FA0064777K,GL0429769Z,27/10/20,27/04/22,ACHAT MATIERES CONSOM.DIVERS,0001.DEW.606800.63311.0.B00002668G.A00018222G.FA0064777K.0.0.0.0,MAXICOFFEE GRANDS COMPTES,1,1,",359417143",94500,"60535,08",Le projet / tÃ¢che FA0064777K/GL0429769Z n'est pas valide Ã  la date du 31-MAR-26,"Fourniture boissons non alcoolisées (café, thé...) des divers sites ENEDIS"
0001,DEW,0001,4727521,2,FA0064777K,GL0429769Z,27/10/20,27/04/22,ACCUEIL/COURRIER/STANDARD,0001.DEW.611000.63116.0.B00002668G.A00018222G.FA0064777K.0.0.0.0,EVENEMENT,1,1,0,"12048,75","12048,75",Le projet / tÃ¢che FA0064777K/GL0429769Z n'est pas valide Ã  la date du 31-MAR-26,Prestation accueil Ste Tulle Décembre 2018 et 1er trimestre 2019
0001,DEW,0001,4745131,2,FA0055462A,GT0511139P,25/11/21,25/05/22,ACHAT MATIERES CONSOM.DIVERS,0001.DEW.606800.64112.0.B00001362Y.A00015942R.FA0055462A.0.0.0.0,ARISTON THERMO FRANCE,1,1,0,"851,4","851,4",Le projet / tÃ¢che FA0055462A/GT0511139P n'est pas valide Ã  la date du 31-MAR-26,Mise en service suivant offre 58.19.080.2
0001,DEW,0001,4777072,1,FA0063931Z,GX0527632G,26/04/22,26/10/22,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00002742R.A00018130C.FA0063931Z.0.0.0.0,H.C.T.I,6500,6500,0,1,6500,Le projet / tÃ¢che FA0063931Z/GX0527632G n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX SUR CENTRE ROBERT OLLIVE ALLAUCH SELON VOTRE DEVIS DC0050 DU 18-02-2020
0001,DEW,0001,4782159,1,FA0016302A,GX0599674Y,27/09/21,27/03/22,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00001398N.A00007055S.FA0016302A.0.0.0.0,ASSISTANCE ET REALISATIONS TECHNIQUES,1,1,",572183099",11360,4860,Le projet / tÃ¢che FA0016302A/GX0599674Y n'est pas valide Ã  la date du 31-MAR-26,Ensemble d'étude suivant devis N°Projet P915 V1 du 26 mars 2020. Et suivant contrat de sous traitance N° DEW-355-20-AK
0001,DEW,0001,4789082,1,FA0009677X,GX0501697K,06/11/23,06/05/24,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00001398N.A00003568E.FA0009677X.0.0.0.0,BUREAU VERITAS EXPLOITATION,1,1,",726141079",1205,330,Le projet / tÃ¢che FA0009677X/GX0501697K n'est pas valide Ã  la date du 31-MAR-26,Poste ARAUCARIA
,,,,,,,,,,,,,,,,,,Mission STI Electrique HT/BT
,,,,,,,,,,,,,,,,,,1- Contrôle et Avis technique des documents d'études
,,,,,,,,,,,,,,,,,,"2 - Vérification initiale, et rédaction du rapport"
0001,DEW,0001,4789339,9,FA0066706C,GT0649571Z,25/11/20,25/05/21,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DEW.606350.64112.0.B00002693K.A00019118A.FA0066706C.0.0.0.0,RIELLO FRANCE SA,1,1,0,492,492,Le projet / tÃ¢che FA0066706C/GT0649571Z n'est pas valide Ã  la date du 31-MAR-26,SAVMS - MISE EN SERVICE
0001,DEW,0001,4789355,11,FA0009431S,GT0631762L,28/12/20,28/06/21,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DEW.606350.64112.0.B00002693K.A00003350G.FA0009431S.0.0.0.0,ARISTON THERMO FRANCE,1,1,0,623,623,Le projet / tÃ¢che FA0009431S/GT0631762L n'est pas valide Ã  la date du 31-MAR-26,Mise en Service Passerelle Backnet ModBus
0001,DEW,0001,4790707,1,FA0015538G,GX0666776A,25/11/21,25/05/22,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00002716L.A00006802E.FA0015538G.0.0.0.0,VINCENT RUSSO,4650,4650,0,1,4650,Le projet / tÃ¢che FA0015538G/GX0666776A n'est pas valide Ã  la date du 31-MAR-26,Déplacement de l'ensemble du système adoucisseur + bacs et le  transférer  de la chaufferie au nouveau local technique   SELON  DEVIS N° 2020-05-2478
0001,DEW,0001,BC1688642,1,FA0087788J,GX1514712N,25/04/25,25/04/26,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00003275X.A00023374L.FA0087788J.0.0.0.0,ETABLISSEMENTS ROGIER,1,1,0,"821,25","821,25",Imputation interdite pour le projet / tÃ¢che FA0087788J/GX1514712N sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,protectIon portes placards
0001,DEW,0001,BC803223,1,FA0075689K,GX1108662T,26/03/24,26/09/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DEW.606350.65121.0.B00002668G.A00020759P.FA0075689K.0.0.0.0,SONEPAR FRANCE DISTRIBUTION,20,20,"13,3833646","15,99","105,8",Le projet / tÃ¢che FA0075689K/GX1108662T n'est pas valide Ã  la date du 31-MAR-26,PLAQUE EVAC BLOCSIP43
0001,DEW,0001,BC1689576,2,FA0073902E,GX1504365F,25/04/25,25/04/26,TRANSP./ACHAT MARCHANDISE,0001.DEW.624100.65121.0.B00001370G.A00020456W.FA0073902E.0.0.0.0,FRANS BONHOMME,1,1,0,25,25,Imputation interdite pour le projet / tÃ¢che FA0073902E/GX1504365F sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,FraIs de port
0001,DEW,0001,BC1691567,1,FA0015881X,GT1476301P,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DEW.606350.64112.0.B00002746W.A00017886A.FA0015881X.0.0.0.0,SONEPAR FRANCE DISTRIBUTION,1,1,0,"122,63","122,63",Imputation interdite pour le projet / tÃ¢che FA0015881X/GT1476301P sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,DISJONCTEUR
0001,DEW,0001,BC891885,1,FA0066706C,GX1096687K,28/10/24,28/10/25,SOUS TRAITANTS,0001.DEW.611000.65111.0.B00002743S.A00019118A.FA0066706C.0.0.0.0,ONYX MEDITERRANEE,1,1,0,160,160,Le projet / tÃ¢che FA0066706C/GX1096687K n'est pas valide Ã  la date du 31-MAR-26,MENT-VEOLIA-ALLEE DES PINS
0001,DEW,0001,BC1012636,14,FA0025090L,GT1030335K,26/12/23,26/06/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DEW.606350.64112.0.B00003120W.A00008131P.FA0025090L.0.0.0.0,SONEPAR FRANCE DISTRIBUTION,3,3,0,"4,34","13,02",Le projet / tÃ¢che FA0025090L/GT1030335K n'est pas valide Ã  la date du 31-MAR-26,"Tradeforce 0000460031:100 collIers 200 x 3,6mm noIr"
0001,DEW,0001,BC1055219,2,FA0079540L,GX1266770L,20/02/24,20/08/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DEW.606350.65121.0.B00001353M.A00021648A.FA0079540L.0.0.0.0,GROUPE PPC,1,1,",776779434","1194,2","266,57",Le projet / tÃ¢che FA0079540L/GX1266770L n'est pas valide Ã  la date du 31-MAR-26,CANJUERS BAT 546 PPC
0001,DLS,0001,BC1676951,1,FA0075546Y,GX1350543H,26/03/25,26/03/26,SOUS TRAITANTS,0001.DLS.611000.65111.0.B00003042G.A00020059V.FA0075546Y.0.0.0.0,EUROFEU SERVICES,1,1,",477877947","1105,91","577,42",Le projet / tÃ¢che FA0075546Y/GX1350543H n'est pas valide Ã  la date du 31-MAR-26,GX1350543H - RYIXJLL LP441861/DI1346485/STE PAZANNE/EUROFEU/INSTALLATION PLANS SELON DEVIS CR10880439
0001,DLS,0001,4782385,2,FA0017469B,GX0781627M,26/01/22,26/07/22,ACHAT MAT.PIECES DETACHEES,0001.DLS.601000.65121.0.B00001748L.A00008033D.FA0017469B.0.0.0.0,COMPTOIR GENERAL DE ROBINETTERIE,1,1,0,16,16,Le projet / tÃ¢che FA0017469B/GX0781627M n'est pas valide Ã  la date du 31-MAR-26,FRAIS DE PORT
0001,DLS,0001,4754539,1,FA0017355X,GL0020894T,31/07/21,31/01/23,ACHAT MATIERES CONSOM.DIVERS,0001.DLS.606800.63311.0.B00001781Z.A00007919Z.FA0017355X.0.0.0.0,CAMFIL,"297,95","267,76","30,19",1,"237,57",Le projet / tÃ¢che FA0017355X/GL0020894T n'est pas valide Ã  la date du 31-MAR-26,COMMANDE FILTRE ENTRETIEN CFA JOUE ROMAIN REF 335726­1
0001,DLS,0001,BC549970,4,FA0017241S,GX1025591V,27/12/22,27/06/23,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DLS.606350.65121.0.B00001806C.A00007809Z.FA0017241S.0.0.0.0,LA ROBINETTERIE INDUSTRIELLE,1,"2,07184",1,"10,13591","10,8640738",Le projet / tÃ¢che FA0017241S/GX1025591V n'est pas valide Ã  la date du 31-MAR-26,"SCIE CLOCHE, Ø35 MM"
0001,DLS,0001,BC1684165,2,FA0086547Z,GX1515145F,25/04/25,25/04/26,ACHAT MAT.PIECES DETACHEES,0001.DLS.601000.65121.0.B00001763D.A00007350C.FA0086547Z.0.0.0.0,BDR THERMEA FRANCE - DE DIETRICH,1,1,0,15,15,Imputation interdite pour le projet / tÃ¢che FA0086547Z/GX1515145F sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,fraIs de port
0001,DLS,0001,BC1710954,2,FA0075757M,GX1525639F,25/04/25,25/04/26,ACHAT MAT.PIECES DETACHEES,0001.DLS.601000.65121.0.B00001763D.A00020774G.FA0075757M.0.0.0.0,WEISHAUPT,1,1,0,"102,06","102,06",Imputation interdite pour le projet / tÃ¢che FA0075757M/GX1525639F sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,Pompe ALV65C 9609 6P0700R
0001,DLS,0001,BC714759,6,FA0040472R,GX1129839H,26/07/23,26/01/24,SOUS TRAITANTS,0001.DLS.611000.65111.0.B00001791K.A00014133K.FA0040472R.0.0.0.0,EUROFINS HYDROLOGIE OUEST,37,37,"14,6266667",39,"872,56",Le projet / tÃ¢che FA0040472R/GX1129839H n'est pas valide Ã  la date du 31-MAR-26,"Déplacement + prélèvement ECS + analyse légIonelle, délaIs supérIeurs à 7 jours."
0001,DLS,0001,BC714759,7,FA0040473S,GX1130720J,26/11/24,26/11/25,SOUS TRAITANTS,0001.DLS.611000.65111.0.B00001791K.A00014133K.FA0040473S.0.0.0.0,EUROFINS HYDROLOGIE OUEST,54,54,"21,9930769",39,"1248,27",Le projet / tÃ¢che FA0040473S/GX1130720J n'est pas valide Ã  la date du 31-MAR-26,"Déplacement + prélèvement ECS + analyse légIonelle, délaIs supérIeurs à 7 jours."
0001,DLS,0001,BC1718148,1,FA0079735H,GX1527882E,25/04/25,25/04/26,SOUS TRAITANTS,0001.DLS.611000.65111.0.B00001817P.A00021751S.FA0079735H.0.0.0.0,SOCIETE DAPPLICATION ET D INGENIERIE INDUSTRIELLE ET INFORMATIQUE-SA3I,1,1,0,"294,26","294,26",Imputation interdite pour le projet / tÃ¢che FA0079735H/GX1527882E sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,VIsIte de maIntenance ponctuelle hors contrat Onduleur
0001,DRW,0001,BC626425,1,FA0019317B,GT1094039B,10/04/24,10/10/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.64112.0.B00001319Z.A00008363D.FA0019317B.0.0.0.0,STELIAU TECHNOLOGY,1,1,0,"129,7","129,7",Le projet / tÃ¢che FA0019317B/GT1094039B n'est pas valide Ã  la date du 31-MAR-26,REMPL MODEM CRT SST D3 CLV SUIVANT DEVIS N°D22007444
0001,DRW,0001,BC627019,1,FA0018915V,GT1089333D,26/10/23,26/04/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.64112.0.B00001311P.A00008239M.FA0018915V.0.0.0.0,DAIKIN AIRCONDITIONING FRANCE,1,1,",880427505",50900,"6086,24",Le projet / tÃ¢che FA0018915V/GT1089333D n'est pas valide Ã  la date du 31-MAR-26,FournIture de clImatIseurs suIvant devIs n° 31707662.
0001,DRW,0001,BC007430,1,FA0063492A,GX0817136N,28/03/22,28/09/22,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.65121.0.B00001338W.A00017777B.FA0063492A.0.0.0.0,CAMFIL,1,1,",628313984","7561,14","2810,37",Le projet / tÃ¢che FA0063492A/GX0817136N n'est pas valide Ã  la date du 31-MAR-26,D00KJER-commande suivant devis Camfil n°361647-2 du 30/03/21 remplacement filtres absolus
0001,DRW,0001,BC1671508,1,FA0054268T,GX1510925K,02/04/25,02/04/26,PRODUITS TRAITEMENT EAU,0001.DRW.606300.65121.0.B00002806N.A00015515F.FA0054268T.0.0.0.0,DISTRIBUTION DE SEL DISTRISEL,1,1,",833343817","317,96","52,99",Imputation interdite pour le projet / tÃ¢che FA0054268T/GX1510925K sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,GX1510925K - LIvraIson au pIed de l'adoucIsseur de 500kg de sel les ajoncs
0001,DRW,0001,BC1672614,1,FA0067497B,GX1511467B,26/03/25,26/03/26,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001338W.A00019273B.FA0067497B.0.0.0.0,TYMAX ENERGIES,1,1,0,1850,1850,Le projet / tÃ¢che FA0067497B/GX1511467B n'est pas valide Ã  la date du 31-MAR-26,CDE P6 TYMAX répa fuIte réseau RIA NDBS
0001,DRW,0001,BC1678014,1,FA0018933P,GT1512571F,25/04/25,25/04/26,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001309M.A00008252C.FA0018933P.0.0.0.0,ENTREPRISE NAZZARO,1,1,0,510,510,Imputation interdite pour le projet / tÃ¢che FA0018933P/GT1512571F sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,DEVIS N° DE 24660
0001,DRW,0001,BC1554611,1,FA0066509D,GX1352744J,26/12/24,26/12/25,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002659X.A00019041M.FA0066509D.0.0.0.0,ORTEC INDUSTRIE,1,1,",282630684","5022,42","3602,93",Le projet / tÃ¢che FA0066509D/GX1352744J n'est pas valide Ã  la date du 31-MAR-26,Commande prestataIre
0001,DSW,0001,BC1674142,1,FA0030124G,GT1510726J,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DSW.606350.64112.0.B00001548J.A00012106G.FA0030124G.0.0.0.0,ETS JP MOREAU,1,1,",833330031","504,77","84,13",Imputation interdite pour le projet / tÃ¢che FA0030124G/GT1510726J sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,ONOCS2G - GT1510726J - ETS JP MOREAU - REMPLACEMENT CARTE ELECTRONIQUE + SONDE T°C HAMMAM
0001,DSW,0001,BC1670384,1,FA0024529Z,GT1510504G,25/04/25,25/04/26,LOCATION MATERIEL OUTILL,0001.DSW.613500.64111.0.B00001546G.A00010651D.FA0024529Z.0.0.0.0,KILOUTOU,1,1,0,"755,29","755,29",Imputation interdite pour le projet / tÃ¢che FA0024529Z/GT1510504G sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,RégularIsatIon locatIon désemboueur à KIloutou
0001,DSW,0001,BC1694218,1,FA0030188E,GT1517874G,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DSW.606350.64112.0.B00001548J.A00012399P.FA0030188E.0.0.0.0,PUM,1,1,0,"112,18","112,18",Imputation interdite pour le projet / tÃ¢che FA0030188E/GT1517874G sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,commande selon devIs
0001,DSW,0001,4108974,1,FA0046592W,GX0214827X,30/06/18,30/06/18,ACHAT MAT.PIECES DETACHEES,0001.DSW.601000.65121.0.B00002350W.A00011878Y.FA0046592W.0.0.0.0,SMAC,",002425421",",002425421",0,53500,"129,760029",Le projet / tÃ¢che FA0046592W/GX0214827X n'est pas valide Ã  la date du 31-MAR-26,Suivant proposition A3K1626-et1 du 24/08/2016 Réalisation d'une étanchéité sur toiture terrasse au CDEF de SENLIS dans le cadre du CPE avec le CD60
0001,DSW,0001,4382531,1,FA0049847V,GT0214419H,28/11/18,28/05/19,SOUS TRAITANTS,0001.DSW.611000.64131.0.B00002237S.A00015363H.FA0049847V.0.0.0.0,SEG FRANCOIS SARL,1,1,0,"360,34","360,34",Le projet / tÃ¢che FA0049847V/GT0214419H n'est pas valide Ã  la date du 31-MAR-26,BON POUR ACCOD SELON DEVIS N°DC170303 POUR POSE SONDE EXTERIEUR PRENDRE CONTACT AVEC MONSIEUR MARTINOT POUR DEFINIR DATE INTERVENTION
0001,DSW,0001,4552943,1,FA0049847V,GX0214418G,31/05/18,30/11/18,ACHAT MAT.PIECES DETACHEES,0001.DSW.601000.65121.0.B00002237S.A00015363H.FA0049847V.0.0.0.0,GENERALE FRIGORIFIQUE,1,1,0,"134,88","134,88",Le projet / tÃ¢che FA0049847V/GX0214418G n'est pas valide Ã  la date du 31-MAR-26,Détendeur avec bobine suivant devis N°0071812830
0001,DSW,0001,4241087,1,FA0049847V,GT0214419H,28/11/18,28/05/19,SOUS TRAITANTS,0001.DSW.611000.64131.0.B00002237S.A00015363H.FA0049847V.0.0.0.0,VEOLIA WATER STI,1,1,0,"1349,96","1349,96",Le projet / tÃ¢che FA0049847V/GT0214419H n'est pas valide Ã  la date du 31-MAR-26,"COMMANDE SUIVANT DEVIS DS-BHO-3-162205,DEVIS DESAMBOUAGE ET TRAITEMENT PREVENTIF 89 CARPEAUX"
0001,DSW,0001,3786710,1,FA0049847V,GX0214418G,31/05/18,30/11/18,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DSW.606350.65121.0.B00002237S.A00015363H.FA0049847V.0.0.0.0,ITRON FRANCE,",169797394",",169797394",0,"858,26","145,730311",Le projet / tÃ¢che FA0049847V/GX0214418G n'est pas valide Ã  la date du 31-MAR-26,"CF800 USECHO Dn 32 selon offre n° 15/79899. A indiquer sur le colis "" Salle culturelle Allende Mons"""
0001,DSW,0001,3786710,2,FA0049847V,GX0214418G,31/05/18,30/11/18,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DSW.606350.65121.0.B00002237S.A00015363H.FA0049847V.0.0.0.0,ITRON FRANCE,",169797394",",169797394",0,"205,38","34,8729888",Le projet / tÃ¢che FA0049847V/GX0214418G n'est pas valide Ã  la date du 31-MAR-26,"Carte de communication COMIO selon offre n° 15/79899. A indiquer sur le colis "" Salle culturelle Allende Mons"""
0001,DSW,0001,4241397,1,FA0049847V,GX0214418G,31/05/18,30/11/18,SOUS TRAITANTS,0001.DSW.611000.65111.0.B00002237S.A00015363H.FA0049847V.0.0.0.0,ANGE NACHBAUER,1,1,0,620,620,Le projet / tÃ¢che FA0049847V/GX0214418G n'est pas valide Ã  la date du 31-MAR-26,votre devis N°7012
0001,DSW,0001,4241397,2,FA0049847V,GX0214418G,31/05/18,30/11/18,SOUS TRAITANTS,0001.DSW.611000.65111.0.B00002237S.A00015363H.FA0049847V.0.0.0.0,ANGE NACHBAUER,1,1,0,6000,6000,Le projet / tÃ¢che FA0049847V/GX0214418G n'est pas valide Ã  la date du 31-MAR-26,votre devis N°7014
0001,DSW,0001,3859700,2,FA0049847V,GX0214418G,31/05/18,30/11/18,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DSW.606350.65121.0.B00002237S.A00015363H.FA0049847V.0.0.0.0,ITRON FRANCE,1,1,0,"205,38","205,38",Le projet / tÃ¢che FA0049847V/GX0214418G n'est pas valide Ã  la date du 31-MAR-26,Carte de communication COMIO selon offre n° : 15/79903
